TIME,O21,O22,PEDAL,THROTTLE,NE,MAP,TA,STFT,LTFT
4443,0.8,0.74,22.35,16.08,1718.75,30,40,0,5.47
4444,0.8,0.74,22.35,16.08,1718.75,30,40,0,5.47
4445,0.76,0.74,22.35,15.69,1707,30,40,-0.78,5.47
4446,0.76,0.74,22.35,15.69,1707,30,40,-0.78,5.47
4447,0.76,0.74,22.35,15.69,1707,30,40,-0.78,5.47
4448,0.78,0.74,22.35,15.69,1687.5,30,40,-1.56,5.47
4449,0.78,0.74,22.35,15.69,1687.5,30,40,-1.56,5.47
4450,0.78,0.74,22.35,15.69,1687.5,30,40,-1.56,5.47
4451,0.76,0.74,22.35,15.69,1660,29,40,-2.34,5.47
4452,0.76,0.74,22.35,15.69,1660,29,40,-2.34,5.47
4453,0.64,0.74,22.35,15.69,1632.75,29,40,-3.12,5.47
4454,0.64,0.74,22.35,15.69,1632.75,29,39,-3.12,5.47
4455,0.64,0.74,22.35,15.69,1632.75,29,39,-3.12,5.47
4456,0.3,0.74,22.35,16.08,1613.25,29,39,-3.91,5.47
4457,0.3,0.74,22.35,16.08,1613.25,29,39,-3.91,5.47
4458,0.3,0.74,22.35,16.08,1613.25,29,39,-3.91,5.47
4459,0.08,0.74,22.35,15.69,1589.75,29,39,-3.12,5.47
4460,0.08,0.74,22.35,15.69,1589.75,29,39,-3.12,5.47
4461,0.08,0.74,22.35,15.69,1589.75,29,39,-3.12,5.47
4462,0.08,0.74,22.35,15.69,1566.25,29,39,-1.56,5.47
4463,0.08,0.74,22.35,15.69,1566.25,29,38,-1.56,5.47
4464,0.1,0.74,22.35,15.69,1550.75,30,38,-0.78,5.47
4465,0.1,0.74,22.35,15.69,1550.75,30,38,-0.78,5.47
4466,0.1,0.74,22.35,15.69,1550.75,30,38,-0.78,5.47
4467,0.12,0.74,22.35,15.69,1535,30,37,0,5.47
4468,0.12,0.74,22.35,15.69,1535,30,37,0,5.47
4469,0.12,0.74,22.35,15.69,1535,30,37,0,5.47
4470,0.2,0.74,22.35,15.69,1523.25,30,36,0.78,5.47
4471,0.2,0.74,22.35,15.69,1523.25,30,36,0.78,5.47
4472,0.2,0.74,22.35,15.69,1523.25,30,36,0.78,5.47
4473,0.76,0.74,22.35,15.69,1507.75,30,36,1.56,5.47
4474,0.76,0.74,22.35,15.69,1507.75,30,36,1.56,5.47
4475,0.76,0.74,22.35,15.69,1507.75,30,36,1.56,5.47
4476,0.78,0.74,22.35,16.08,1500,30,36,1.56,5.47
4477,0.78,0.74,22.35,16.08,1500,30,36,1.56,5.47
4478,0.76,0.74,22.35,15.69,1484.25,31,35,0.78,5.47
4479,0.76,0.74,22.35,15.69,1484.25,31,35,0.78,5.47
4480,0.76,0.74,22.35,15.69,1484.25,31,35,0.78,5.47
4481,0.76,0.74,22.35,15.69,1476.5,31,34,0,5.47
4482,0.76,0.74,22.35,15.69,1476.5,31,34,0,5.47
4483,0.76,0.74,22.35,15.69,1476.5,31,34,0,5.47
4484,0.76,0.74,22.35,16.08,1464.75,31,34,-0.78,5.47
4485,0.76,0.74,22.35,16.08,1464.75,31,34,-0.78,5.47
4486,0.72,0.74,22.35,16.08,1460.75,32,34,-0.78,5.47
4487,0.72,0.74,22.35,16.08,1460.75,32,34,-0.78,5.47
4488,0.72,0.74,22.35,16.08,1460.75,32,34,-0.78,5.47
4489,0.62,0.74,22.35,16.08,1449,32,33,-1.56,5.47
4490,0.62,0.74,22.35,16.08,1449,32,33,-1.56,5.47
4491,0.62,0.74,22.35,16.08,1449,32,33,-1.56,5.47
4492,0.34,0.74,22.35,16.08,1449,32,33,-2.34,5.47
4493,0.34,0.74,22.35,16.08,1449,32,33,-2.34,5.47
4494,0.34,0.74,22.35,16.08,1449,32,33,-2.34,5.47
4495,0.12,0.74,22.35,16.08,1445.25,32,32,-1.56,5.47
4496,0.12,0.74,22.35,16.08,1445.25,32,32,-1.56,5.47
4497,0.12,0.74,22.35,16.08,1441.25,32,32,-0.78,5.47
4498,0.16,0.74,22.35,16.08,1441.25,32,32,-0.78,5.47
4499,0.16,0.74,22.35,16.08,1441.25,32,33,-0.78,5.47
4500,0.74,0.74,22.35,16.08,1445.25,32,33,0,5.47
4501,0.74,0.74,22.35,16.08,1445.25,32,33,0,5.47
4502,0.74,0.74,22.35,16.08,1445.25,32,33,0,5.47
4503,0.78,0.74,22.35,15.69,1441.25,32,33,-0.78,5.47
4504,0.78,0.74,22.35,15.69,1441.25,32,33,-0.78,5.47
4505,0.78,0.74,22.35,16.08,1445.25,32,33,-0.78,5.47
4506,0.78,0.74,22.35,16.08,1445.25,32,32,-0.78,5.47
4507,0.78,0.74,22.35,16.08,1445.25,32,32,-0.78,5.47
4508,0.76,0.74,22.35,16.08,1449,32,32,-1.56,5.47
4509,0.76,0.74,22.35,16.08,1449,32,32,-1.56,5.47
4510,0.76,0.74,22.35,16.08,1449,32,32,-1.56,5.47
4511,0.72,0.74,22.35,15.69,1445.25,32,33,-2.34,5.47
4512,0.72,0.74,22.35,15.69,1445.25,32,33,-2.34,5.47
4513,0.72,0.74,22.35,15.69,1445.25,32,33,-2.34,5.47
4514,0.66,0.74,22.35,16.08,1453,32,33,-3.12,5.47
4515,0.66,0.74,22.35,16.08,1453,32,33,-3.12,5.47
4516,0.66,0.74,22.35,16.08,1453,32,33,-3.12,5.47
4517,0.44,0.74,22.35,16.08,1449,32,33,-3.12,5.47
4518,0.44,0.74,22.35,16.08,1449,32,33,-3.12,5.47
4519,0.22,0.74,22.35,16.08,1453,32,32,-3.12,5.47
4520,0.22,0.74,22.35,16.08,1453,32,32,-3.12,5.47
4521,0.22,0.74,22.35,16.08,1453,32,32,-3.12,5.47
4522,0.18,0.74,22.35,15.69,1449,32,32,-2.34,5.47
4523,0.18,0.74,22.35,15.69,1449,32,32,-2.34,5.47
4524,0.18,0.74,22.35,15.69,1449,32,32,-2.34,5.47
4525,0.72,0.74,22.35,16.08,1449,32,33,-1.56,5.47
4526,0.72,0.74,22.35,16.08,1449,32,33,-1.56,5.47
4527,0.72,0.74,22.35,16.08,1449,32,33,-1.56,5.47
4528,0.78,0.74,22.35,15.69,1449,32,33,-1.56,5.47
4529,0.78,0.74,22.35,15.69,1449,32,33,-1.56,5.47
4530,0.78,0.74,22.35,16.08,1457,32,33,-2.34,5.47
4531,0.78,0.74,22.35,16.08,1457,32,33,-2.34,5.47
4532,0.78,0.74,22.35,16.08,1457,32,33,-2.34,5.47
4533,0.72,0.74,22.35,16.08,1457,32,33,-2.34,5.47
4534,0.72,0.74,22.35,16.08,1457,32,33,-2.34,5.47
4535,0.72,0.74,22.35,16.08,1457,32,33,-2.34,5.47
4536,0.5,0.74,22.35,15.69,1453,32,33,-3.12,5.47
4537,0.5,0.74,22.35,15.69,1453,32,33,-3.12,5.47
4538,0.5,0.74,22.35,15.69,1453,32,33,-3.12,5.47
4539,0.14,0.74,22.35,16.08,1453,32,33,-3.12,5.47
4540,0.14,0.74,22.35,16.08,1453,32,33,-3.12,5.47
4541,0.14,0.74,22.35,16.08,1453,32,33,-3.12,5.47
4542,0.1,0.74,22.35,16.08,1449,32,33,-2.34,5.47
4543,0.1,0.74,22.35,16.08,1449,32,33,-2.34,5.47
4544,0.1,0.74,22.35,15.69,1453,32,33,-1.56,5.47
4545,0.22,0.74,22.35,15.69,1453,32,33,-1.56,5.47
4546,0.22,0.74,22.35,15.69,1453,32,33,-1.56,5.47
4547,0.78,0.74,22.35,16.08,1449,32,33,0,5.47
4548,0.78,0.74,22.35,16.08,1449,32,33,0,5.47
4549,0.78,0.74,22.35,16.08,1449,32,33,0,5.47
4550,0.8,0.74,22.35,15.69,1453,32,33,-0.78,5.47
4551,0.8,0.74,22.35,15.69,1453,32,33,-0.78,5.47
4552,0.8,0.74,22.35,15.69,1453,32,33,-0.78,5.47
4553,0.72,0.74,22.35,15.69,1457,32,33,-0.78,5.47
4554,0.72,0.74,22.35,15.69,1457,32,33,-0.78,5.47
4555,0.72,0.74,22.35,15.69,1457,32,33,-0.78,5.47
4556,0.48,0.74,22.35,15.69,1453,32,33,-1.56,5.47
4557,0.48,0.74,22.35,15.69,1453,32,33,-1.56,5.47
4558,0.48,0.74,22.35,15.69,1453,32,33,-1.56,5.47
4559,0.16,0.74,22.35,16.08,1453,32,33,-1.56,5.47
4560,0.16,0.74,22.35,16.08,1453,32,33,-1.56,5.47
4561,0.12,0.74,22.35,15.69,1445.25,32,33,-0.78,5.47
4562,0.12,0.74,22.35,15.69,1445.25,32,33,-0.78,5.47
4563,0.12,0.74,22.35,15.69,1445.25,32,33,-0.78,5.47
4564,0.6,0.74,22.35,16.08,1449,32,33,0,5.47
4565,0.6,0.74,22.35,16.08,1449,32,33,0,5.47
4566,0.6,0.74,22.35,16.08,1449,32,33,0,5.47
4567,0.78,0.74,22.35,15.69,1453,32,33,0,5.47
4568,0.78,0.74,22.35,15.69,1453,32,33,0,5.47
4569,0.78,0.74,22.35,15.69,1449,32,33,0,5.47
4570,0.78,0.74,22.35,15.69,1449,32,33,0,5.47
4571,0.78,0.74,22.35,15.69,1449,32,33,0,5.47
4572,0.76,0.74,22.35,16.08,1453,32,33,-0.78,5.47
4573,0.76,0.74,22.35,16.08,1453,32,33,-0.78,5.47
4574,0.76,0.74,22.35,16.08,1453,32,33,-0.78,5.47
4575,0.72,0.74,22.35,16.08,1453,32,33,-1.56,5.47
4576,0.72,0.74,22.35,16.08,1453,32,33,-1.56,5.47
4577,0.72,0.74,22.35,16.08,1453,32,33,-1.56,5.47
4578,0.66,0.74,22.35,16.08,1457,32,33,-2.34,5.47
4579,0.66,0.74,22.35,16.08,1457,32,33,-2.34,5.47
4580,0.66,0.74,22.35,16.08,1453,32,33,-2.34,5.47
4581,0.24,0.74,22.35,16.08,1453,32,33,-2.34,5.47
4582,0.24,0.74,22.35,16.08,1453,32,33,-2.34,5.47
4583,0.1,0.74,22.35,16.08,1453,32,33,-1.56,5.47
4584,0.1,0.74,22.35,16.08,1453,32,33,-1.56,5.47
4585,0.1,0.74,22.35,16.08,1453,32,33,-1.56,5.47
4586,0.12,0.74,22.35,14.12,1457,30,36,-0.78,5.47
4587,0.12,0.74,22.35,14.12,1457,30,36,-0.78,5.47
4588,0.12,0.74,22.35,14.12,1457,30,36,-0.78,5.47
4589,0.82,0.74,22.35,13.73,1457,27,37,0,5.47
4590,0.82,0.74,22.35,13.73,1457,27,37,0,5.47
4591,0.82,0.74,22.35,13.73,1457,27,37,0,5.47
4592,0.86,0.74,22.35,13.73,1429.5,25,36,0,5.47
4593,0.86,0.74,22.35,13.73,1429.5,25,36,0,5.47
4594,0.86,0.74,22.35,13.73,1398.25,25,36,0,5.47
4595,0.86,0.74,22.35,13.73,1398.25,25,36,-0.78,5.47
4596,0.86,0.74,22.35,13.73,1398.25,24,37,-0.78,5.47
4597,0.86,0.74,22.35,13.73,1425.75,24,37,-1.56,5.47
4598,0.86,0.74,22.35,13.73,1425.75,23,37,-1.56,5.47
4599,0.86,0.74,22.35,13.73,1425.75,23,37,-1.56,5.47
4600,0.86,0.74,22.35,13.73,1457,23,37,-2.34,5.47
4601,0.86,0.74,22.35,13.73,1457,22,38,-2.34,5.47
4602,0.86,0.74,22.35,13.73,1457,22,38,-2.34,5.47
4603,0.86,0.74,22.35,13.73,1468.75,22,38,-3.12,5.47
4604,0.86,0.74,22.35,13.73,1468.75,21,38,-3.12,5.47
4605,0.86,0.74,22.35,13.73,1480.25,21,38,-3.12,5.47
4606,0.86,0.74,22.35,13.73,1480.25,21,38,-3.12,5.47
4607,0.86,0.74,22.35,13.73,1480.25,21,39,-3.12,5.47
4608,0.82,0.76,22.35,13.73,1480.25,21,39,-3.91,5.47
4609,0.82,0.76,22.35,13.73,1480.25,21,39,-3.91,5.47
4610,0.82,0.76,22.35,13.73,1480.25,21,39,-3.91,5.47
4611,0.8,0.76,22.35,13.73,1476.5,21,38,-4.69,5.47
4612,0.8,0.76,22.35,13.73,1476.5,21,38,-4.69,5.47
4613,0.8,0.76,22.35,13.73,1476.5,21,38,-4.69,5.47
4614,0.78,0.76,22.35,13.73,1468.75,21,38,-5.47,5.47
4615,0.78,0.76,22.35,13.73,1468.75,21,38,-5.47,5.47
4616,0.78,0.76,22.35,13.73,1468.75,21,38,-5.47,5.47
4617,0.72,0.76,22.35,13.73,1457,21,37,-5.47,5.47
4618,0.72,0.76,22.35,13.73,1457,21,37,-5.47,5.47
4619,0.72,0.76,22.35,13.73,1457,21,37,-5.47,5.47
4620,0.26,0.76,22.35,13.73,1441.25,21,37,-6.25,5.47
4621,0.26,0.76,22.35,13.73,1441.25,21,37,-6.25,5.47
4622,0.08,0.76,22.35,13.73,1402.25,21,37,-6.25,5.47
4623,0.08,0.76,22.35,13.73,1402.25,21,36,-6.25,5.47
4624,0.08,0.76,22.35,13.73,1402.25,21,36,-6.25,5.47
4625,0.08,0.76,22.35,13.73,1375,21,36,-5.47,5.47
4626,0.08,0.76,22.35,13.73,1375,22,36,-5.47,5.47
4627,0.08,0.76,22.35,13.73,1375,22,36,-5.47,5.47
4628,0.08,0.76,22.35,13.73,1371,22,36,-4.69,5.47
4629,0.08,0.76,22.35,13.73,1371,22,35,-4.69,5.47
4630,0.08,0.76,22.35,13.73,1371,22,35,-4.69,5.47
4631,0.08,0.76,22.35,13.73,1343.75,22,35,-3.91,5.47
4632,0.08,0.76,22.35,13.73,1343.75,22,35,-3.91,5.47
4633,0.08,0.76,22.35,13.73,1343.75,22,35,-3.91,5.47
4634,0.1,0.76,22.35,13.73,1343.75,23,35,-3.91,5.47
4635,0.1,0.76,22.35,13.73,1343.75,23,35,-3.91,5.47
4636,0.12,0.76,22.35,13.73,1335.75,23,35,-2.34,5.47
4637,0.12,0.76,22.35,13.73,1335.75,23,35,-2.34,5.47
4638,0.12,0.76,22.35,13.73,1335.75,23,35,-2.34,5.47
4639,0.16,0.76,22.35,13.73,1339.75,23,35,-0.78,5.47
4640,0.16,0.74,22.35,13.73,1339.75,23,35,-0.78,5.47
4641,0.16,0.74,22.35,13.73,1339.75,23,35,-0.78,5.47
4642,0.18,0.74,22.35,13.73,1335.75,23,35,0,5.47
4643,0.18,0.74,22.35,13.73,1335.75,23,35,0,5.47
4644,0.18,0.74,22.35,13.73,1335.75,23,35,0,5.47
4645,0.66,0.74,22.35,13.73,1335.75,23,35,0.78,5.47
4646,0.66,0.74,22.35,13.73,1335.75,23,35,0.78,5.47
4647,0.66,0.74,22.35,13.73,1335.75,23,35,0.78,5.47
4648,0.76,0.74,22.35,13.73,1343.75,23,35,0,5.47
4649,0.76,0.74,22.35,13.73,1343.75,23,35,0,5.47
4650,0.76,0.74,22.75,13.73,1355.25,23,35,-0.78,5.47
4651,0.76,0.74,22.75,13.73,1355.25,23,35,-0.78,5.47
4652,0.76,0.74,22.75,13.73,1355.25,23,35,-0.78,5.47
4653,0.74,0.74,22.75,13.73,1359.25,23,35,-0.78,5.47
4654,0.74,0.74,22.75,13.73,1359.25,23,35,-0.78,5.47
4655,0.74,0.74,22.75,13.73,1359.25,23,35,-0.78,5.47
4656,0.74,0.74,22.75,13.73,1359.25,24,35,-1.56,5.47
4657,0.74,0.74,22.75,13.73,1359.25,24,35,-1.56,5.47
4658,0.74,0.74,22.75,13.73,1359.25,24,35,-1.56,5.47
4659,0.7,0.74,22.75,13.73,1363.25,24,36,-2.34,5.47
4660,0.7,0.74,22.75,13.73,1363.25,24,36,-2.34,5.47
4661,0.7,0.74,22.75,13.73,1363.25,24,36,-2.34,5.47
4662,0.44,0.74,22.75,14.12,1382.75,24,36,-2.34,5.47
4663,0.44,0.74,22.75,14.12,1382.75,24,36,-2.34,5.47
4664,0.14,0.74,22.75,14.12,1394.5,24,36,-2.34,5.47
4665,0.14,0.74,22.75,14.12,1394.5,24,36,-2.34,5.47
4666,0.14,0.74,22.75,14.12,1394.5,24,36,-2.34,5.47
4667,0.1,0.74,22.75,14.12,1406.25,24,36,-1.56,5.47
4668,0.1,0.74,22.75,14.12,1406.25,24,36,-1.56,5.47
4669,0.1,0.74,22.75,14.12,1406.25,24,36,-1.56,5.47
4670,0.16,0.74,22.75,14.12,1429.5,24,36,-0.78,5.47
4671,0.16,0.74,22.75,14.12,1429.5,23,37,-0.78,5.47
4672,0.16,0.74,22.75,14.12,1429.5,23,37,-0.78,5.47
4673,0.74,0.74,22.75,14.12,1449,23,37,-0.78,5.47
4674,0.74,0.74,22.75,14.12,1449,23,37,-0.78,5.47
4675,0.74,0.74,22.75,14.12,1449,23,37,-0.78,5.47
4676,0.74,0.74,22.75,14.12,1449,23,37,-0.78,5.47
4677,0.74,0.74,23.14,16.08,1480.25,23,37,-1.56,5.47
4678,0.74,0.74,23.14,16.08,1480.25,23,38,-1.56,5.47
4679,0.74,0.74,23.14,16.08,1480.25,23,38,-1.56,5.47
4680,0.08,0.74,23.14,16.08,1488.25,23,38,-1.56,5.47
4681,0.08,0.74,23.14,16.08,1488.25,26,37,-1.56,5.47
4682,0.08,0.74,23.14,16.08,1488.25,26,37,-1.56,5.47
4683,0.1,0.74,23.14,16.08,1535,29,37,-0.78,5.47
4684,0.1,0.74,23.14,16.08,1535,29,37,-0.78,5.47
4685,0.1,0.74,23.14,16.08,1535,29,37,-0.78,5.47
4686,0.1,0.74,23.14,16.08,1613.25,30,38,0,5.47
4687,0.1,0.74,23.14,16.08,1613.25,30,38,0,5.47
4688,0.08,0.74,23.14,16.47,1570.25,30,38,0.78,5.47
4689,0.08,0.74,23.14,16.47,1570.25,31,38,0.78,5.47
4690,0.08,0.74,23.14,16.47,1570.25,31,38,0.78,5.47
4691,0.08,0.74,23.14,16.47,1531.25,31,38,2.34,5.47
4692,0.08,0.74,23.14,16.47,1531.25,31,36,2.34,5.47
4693,0.08,0.74,23.14,16.47,1531.25,31,36,2.34,5.47
4694,0.08,0.74,23.14,16.47,1496,31,36,3.12,5.47
4695,0.08,0.74,23.14,16.47,1496,32,35,3.12,5.47
4696,0.08,0.74,23.14,16.47,1496,32,35,3.12,5.47
4697,0.1,0.74,23.14,16.47,1476.5,33,34,3.91,5.47
4698,0.1,0.74,23.14,16.47,1476.5,33,34,3.91,5.47
4699,0.1,0.74,23.14,16.47,1476.5,33,34,3.91,5.47
4700,0.36,0.74,23.14,16.47,1460.75,34,32,4.69,5.47
4701,0.36,0.74,23.14,16.47,1460.75,34,32,4.69,5.47
4702,0.36,0.74,23.14,16.47,1457,34,32,4.69,5.47
4703,0.78,0.74,23.14,16.47,1457,34,31,5.47,5.47
4704,0.78,0.74,23.14,16.47,1457,34,31,5.47,5.47
4705,0.8,0.74,23.14,16.47,1457,35,31,5.47,5.47
4706,0.8,0.74,23.14,16.47,1457,35,31,5.47,5.47
4707,0.8,0.74,23.14,16.47,1457,35,31,5.47,5.47
4708,0.78,0.74,23.14,16.47,1464.75,35,31,4.69,5.47
4709,0.78,0.74,23.14,16.47,1464.75,35,31,4.69,5.47
4710,0.78,0.74,23.14,16.47,1464.75,35,31,4.69,5.47
4711,0.74,0.74,23.14,16.47,1472.5,35,32,3.91,5.47
4712,0.74,0.74,23.14,16.47,1472.5,35,32,3.91,5.47
4713,0.74,0.74,23.14,16.47,1472.5,35,32,3.91,5.47
4714,0.76,0.74,23.14,16.47,1484.25,35,32,3.12,5.47
4715,0.76,0.74,23.14,16.47,1484.25,35,32,3.12,5.47
4716,0.76,0.74,23.14,16.47,1492,35,32,3.12,5.47
4717,0.76,0.74,23.14,16.47,1492,35,32,3.12,5.47
4718,0.76,0.74,23.14,16.47,1492,35,32,3.12,5.47
4719,0.74,0.74,23.14,16.47,1507.75,34,32,2.34,5.47
4720,0.74,0.74,23.14,16.47,1507.75,34,32,2.34,5.47
4721,0.74,0.74,23.14,16.47,1507.75,34,32,2.34,5.47
4722,0.7,0.74,23.14,16.47,1511.5,34,33,1.56,5.47
4723,0.7,0.74,23.14,16.47,1511.5,34,33,1.56,5.47
4724,0.7,0.74,23.14,16.47,1511.5,34,33,1.56,5.47
4725,0.44,0.74,23.14,16.47,1519.5,34,33,0.78,5.47
4726,0.44,0.74,23.14,16.47,1519.5,34,33,0.78,5.47
4727,0.44,0.74,23.14,16.47,1519.5,34,33,0.78,5.47
4728,0.12,0.74,23.14,16.47,1519.5,34,34,1.56,5.47
4729,0.12,0.74,23.14,16.47,1519.5,34,34,1.56,5.47
4730,0.12,0.74,23.14,16.47,1523.25,34,34,2.34,5.47
4731,0.1,0.74,23.14,16.47,1523.25,33,34,2.34,5.47
4732,0.1,0.74,23.14,16.47,1523.25,33,34,2.34,5.47
4733,0.46,0.74,23.14,16.47,1523.25,33,34,3.12,5.47
4734,0.46,0.74,23.14,16.47,1523.25,33,34,3.12,5.47
4735,0.46,0.74,23.14,16.47,1523.25,33,34,3.12,5.47
4736,0.76,0.74,23.14,16.47,1531.25,33,34,3.12,5.47
4737,0.76,0.74,23.14,16.47,1531.25,33,34,3.12,5.47
4738,0.76,0.74,23.14,16.47,1531.25,33,34,3.12,5.47
4739,0.76,0.74,23.14,16.47,1527.25,33,34,2.34,5.47
4740,0.76,0.74,23.14,16.47,1527.25,33,34,2.34,5.47
4741,0.76,0.74,23.14,16.47,1527.25,33,34,2.34,5.47
4742,0.76,0.74,23.14,16.47,1531.25,33,34,1.56,5.47
4743,0.76,0.74,23.14,16.47,1531.25,33,34,1.56,5.47
4744,0.12,0.74,23.14,16.47,1535,33,34,1.56,5.47
4745,0.12,0.74,23.14,16.47,1535,33,34,1.56,5.47
4746,0.12,0.74,23.14,16.47,1535,33,34,1.56,5.47
4747,0.12,0.74,23.14,16.47,1531.25,33,34,3.12,5.47
4748,0.12,0.74,23.14,16.47,1531.25,33,34,3.12,5.47
4749,0.12,0.74,23.14,16.47,1531.25,33,34,3.12,5.47
4750,0.3,0.74,23.14,16.47,1539,33,34,3.91,5.47
4751,0.3,0.74,23.14,16.47,1539,33,34,3.91,5.47
4752,0.3,0.74,23.14,16.47,1539,33,34,3.91,5.47
4753,0.74,0.74,23.14,16.47,1542.75,33,34,4.69,5.47
4754,0.74,0.74,23.14,16.47,1542.75,33,34,4.69,5.47
4755,0.76,0.74,23.14,16.47,1550.75,33,34,3.91,5.47
4756,0.76,0.74,23.14,16.47,1550.75,33,35,3.91,5.47
4757,0.76,0.74,23.14,16.47,1550.75,33,35,3.91,5.47
4758,0.74,0.74,23.14,16.47,1550.75,33,35,3.91,5.47
4759,0.74,0.74,23.14,16.47,1550.75,33,35,3.91,5.47
4760,0.74,0.74,23.14,16.47,1550.75,33,35,3.91,5.47
4761,0.66,0.74,23.14,16.47,1558.5,33,35,3.12,5.47
4762,0.66,0.74,23.14,16.47,1558.5,33,35,3.12,5.47
4763,0.66,0.74,23.14,16.47,1558.5,33,35,3.12,5.47
4764,0.3,0.74,23.14,16.47,1562.5,33,36,2.34,5.47
4765,0.3,0.74,23.14,16.47,1562.5,33,36,2.34,5.47
4766,0.3,0.74,23.14,16.47,1562.5,33,36,2.34,5.47
4767,0.12,0.74,23.14,16.47,1562.5,33,36,3.12,5.47
4768,0.12,0.74,23.14,16.47,1562.5,33,36,3.12,5.47
4769,0.12,0.74,23.14,16.47,1562.5,33,36,3.12,5.47
4770,0.14,0.74,23.14,16.47,1570.25,33,36,3.91,5.47
4771,0.14,0.74,23.14,16.47,1570.25,33,36,3.91,5.47
4772,0.14,0.74,23.14,16.47,1570.25,33,36,3.91,5.47
4773,0.14,0.74,23.14,16.47,1570.25,33,36,4.69,5.47
4774,0.14,0.74,23.14,16.47,1570.25,33,36,4.69,5.47
4775,0.78,0.74,23.14,16.47,1582,32,36,3.12,5.47
4776,0.78,0.74,23.14,16.47,1582,32,36,3.12,5.47
4777,0.78,0.74,23.14,16.47,1582,32,36,3.12,5.47
4778,0.78,0.74,23.14,16.47,1589.75,32,36,2.34,5.47
4779,0.78,0.74,23.14,16.47,1589.75,32,36,2.34,5.47
4780,0.78,0.74,23.14,16.47,1589.75,32,36,2.34,5.47
4781,0.62,0.74,23.14,16.47,1593.75,32,36,1.56,5.47
4782,0.62,0.74,23.14,16.47,1593.75,32,36,1.56,5.47
4783,0.62,0.74,23.14,16.47,1593.75,32,36,1.56,5.47
4784,0.12,0.74,23.14,16.47,1597.5,32,36,1.56,5.47
4785,0.12,0.74,23.14,16.47,1597.5,32,36,1.56,5.47
4786,0.12,0.74,23.14,16.47,1597.5,32,36,1.56,5.47
4787,0.14,0.74,23.14,16.47,1601.5,32,36,2.34,5.47
4788,0.14,0.74,23.14,16.47,1601.5,32,36,2.34,5.47
4789,0.14,0.74,23.14,16.47,1605.25,32,36,2.34,5.47
4790,0.64,0.74,23.14,16.47,1605.25,32,36,3.12,5.47
4791,0.64,0.74,23.14,16.47,1605.25,32,36,3.12,5.47
4792,0.78,0.74,23.14,16.47,1613.25,32,36,3.12,5.47
4793,0.78,0.74,23.14,16.47,1613.25,32,36,3.12,5.47
4794,0.78,0.74,23.14,16.47,1613.25,32,36,3.12,5.47
4795,0.76,0.74,23.14,16.47,1617,32,36,2.34,5.47
4796,0.76,0.74,23.14,16.47,1617,32,36,2.34,5.47
4797,0.76,0.74,23.14,16.47,1617,32,36,2.34,5.47
4798,0.62,0.74,23.14,16.47,1617,32,36,1.56,5.47
4799,0.62,0.74,23.14,16.47,1617,32,36,1.56,5.47
4800,0.62,0.74,23.14,16.47,1617,32,36,1.56,5.47
4801,0.4,0.74,23.14,16.47,1621,33,36,0.78,5.47
4802,0.4,0.74,23.14,16.47,1621,33,36,0.78,5.47
4803,0.4,0.74,23.14,16.47,1621,33,36,0.78,5.47
4804,0.14,0.74,23.14,16.47,1628.75,33,36,1.56,5.47
4805,0.14,0.74,23.14,16.47,1628.75,33,36,1.56,5.47
4806,0.14,0.74,23.14,16.47,1628.75,33,36,1.56,5.47
4807,0.12,0.74,23.14,16.47,1628.75,33,37,2.34,5.47
4808,0.12,0.74,23.14,16.47,1628.75,33,37,2.34,5.47
4809,0.12,0.74,23.14,16.47,1632.75,33,37,3.12,5.47
4810,0.78,0.74,23.14,16.47,1632.75,33,37,3.12,5.47
4811,0.78,0.74,23.14,16.47,1632.75,33,37,3.12,5.47
4812,0.8,0.74,23.14,16.47,1640.5,33,37,2.34,5.47
4813,0.8,0.74,23.14,16.47,1640.5,33,37,2.34,5.47
4814,0.8,0.74,23.14,16.47,1640.5,33,37,2.34,5.47
4815,0.78,0.74,23.14,16.47,1644.5,33,37,2.34,5.47
4816,0.78,0.74,23.14,16.47,1644.5,33,37,2.34,5.47
4817,0.78,0.74,23.14,16.47,1644.5,33,37,2.34,5.47
4818,0.76,0.74,23.14,16.47,1644.5,33,37,1.56,5.47
4819,0.76,0.74,23.14,16.47,1644.5,33,37,1.56,5.47
4820,0.76,0.74,23.14,16.47,1644.5,33,37,1.56,5.47
4821,0.72,0.74,23.14,16.47,1648.25,32,38,0.78,5.47
4822,0.72,0.74,23.14,16.47,1648.25,32,38,0.78,5.47
4823,0.72,0.74,23.14,16.47,1648.25,32,38,0.78,5.47
4824,0.64,0.74,22.75,16.47,1648.25,32,38,0,5.47
4825,0.64,0.74,22.75,16.47,1648.25,32,37,0,5.47
4826,0.36,0.74,22.75,16.08,1648.25,32,37,-0.78,5.47
4827,0.36,0.74,22.75,16.08,1648.25,32,37,-0.78,5.47
4828,0.36,0.74,22.75,16.08,1648.25,32,37,-0.78,5.47
4829,0.16,0.74,22.75,16.08,1640.5,32,37,0,5.47
4830,0.16,0.74,22.75,16.08,1640.5,32,38,0,5.47
4831,0.16,0.74,22.75,16.08,1640.5,32,38,0,5.47
4832,0.22,0.74,22.75,16.08,1636.5,32,38,1.56,5.47
4833,0.22,0.74,22.75,16.08,1636.5,32,38,1.56,5.47
4834,0.22,0.74,22.75,16.08,1636.5,32,38,1.56,5.47
